Freq.	V(clh)
1.19587939890798e+003	(-3.93560752056358e+001dB,1.63286137145869e+002°)
1.20003119142869e+003	(-3.92970753317080e+001dB,1.63323619691466e+002°)
1.20419739792888e+003	(-3.92380599083991e+001dB,1.63360925121901e+002°)
1.20837806845029e+003	(-3.91790289779733e+001dB,1.63398053610931e+002°)
1.21257325320835e+003	(-3.91199825821234e+001dB,1.63435005332159e+002°)
1.21678300259284e+003	(-3.90609207619704e+001dB,1.63471780459015e+002°)
1.22100736716848e+003	(-3.90018435580633e+001dB,1.63508379164738e+002°)
1.22524639767554e+003	(-3.89427510103788e+001dB,1.63544801622351e+002°)
1.22950014503044e+003	(-3.88836431583208e+001dB,1.63581048004646e+002°)
1.23376866032638e+003	(-3.88245200407201e+001dB,1.63617118484166e+002°)
1.23805199483394e+003	(-3.87653816958341e+001dB,1.63653013233177e+002°)
1.24235020000170e+003	(-3.87062281613465e+001dB,1.63688732423660e+002°)
1.24666332745683e+003	(-3.86470594743667e+001dB,1.63724276227283e+002°)
1.25099142900578e+003	(-3.85878756714296e+001dB,1.63759644815386e+002°)
1.25533455663483e+003	(-3.85286767884952e+001dB,1.63794838358960e+002°)
1.25969276251076e+003	(-3.84694628609482e+001dB,1.63829857028631e+002°)
1.26406609898144e+003	(-3.84102339235977e+001dB,1.63864700994636e+002°)
1.26845461857649e+003	(-3.83509900106765e+001dB,1.63899370426808e+002°)
1.27285837400790e+003	(-3.82917311558411e+001dB,1.63933865494559e+002°)
1.27727741817067e+003	(-3.82324573921709e+001dB,1.63968186366854e+002°)
1.28171180414343e+003	(-3.81731687521681e+001dB,1.64002333212199e+002°)
1.28616158518908e+003	(-3.81138652677571e+001dB,1.64036306198622e+002°)
1.29062681475544e+003	(-3.80545469702841e+001dB,1.64070105493650e+002°)
1.29510754647589e+003	(-3.79952138905166e+001dB,1.64103731264294e+002°)
1.29960383417001e+003	(-3.79358660586430e+001dB,1.64137183677030e+002°)
1.30411573184424e+003	(-3.78765035042720e+001dB,1.64170462897781e+002°)
1.30864329369249e+003	(-3.78171262564325e+001dB,1.64203569091899e+002°)
1.31318657409683e+003	(-3.77577343435727e+001dB,1.64236502424144e+002°)
1.31774562762815e+003	(-3.76983277935597e+001dB,1.64269263058669e+002°)
1.32232050904677e+003	(-3.76389066336791e+001dB,1.64301851159003e+002°)
1.32691127330314e+003	(-3.75794708906345e+001dB,1.64334266888027e+002°)
1.33151797553848e+003	(-3.75200205905467e+001dB,1.64366510407964e+002°)
1.33614067108543e+003	(-3.74605557589537e+001dB,1.64398581880354e+002°)
1.34077941546875e+003	(-3.74010764208096e+001dB,1.64430481466040e+002°)
1.34543426440598e+003	(-3.73415826004841e+001dB,1.64462209325152e+002°)
1.35010527380807e+003	(-3.72820743217623e+001dB,1.64493765617082e+002°)
1.35479249978008e+003	(-3.72225516078439e+001dB,1.64525150500476e+002°)
1.35949599862188e+003	(-3.71630144813425e+001dB,1.64556364133209e+002°)
1.36421582682877e+003	(-3.71034629642850e+001dB,1.64587406672369e+002°)
1.36895204109220e+003	(-3.70438970781112e+001dB,1.64618278274242e+002°)
1.37370469830044e+003	(-3.69843168436729e+001dB,1.64648979094293e+002°)
1.37847385553927e+003	(-3.69247222812334e+001dB,1.64679509287146e+002°)
1.38325957009262e+003	(-3.68651134104669e+001dB,1.64709869006573e+002°)
1.38806189944335e+003	(-3.68054902504574e+001dB,1.64740058405468e+002°)
1.39288090127384e+003	(-3.67458528196987e+001dB,1.64770077635839e+002°)
1.39771663346675e+003	(-3.66862011360931e+001dB,1.64799926848783e+002°)
1.40256915410570e+003	(-3.66265352169508e+001dB,1.64829606194472e+002°)
1.40743852147594e+003	(-3.65668550789895e+001dB,1.64859115822138e+002°)
1.41232479406509e+003	(-3.65071607383331e+001dB,1.64888455880050e+002°)
1.41722803056382e+003	(-3.64474522105116e+001dB,1.64917626515504e+002°)
1.42214828986655e+003	(-3.63877295104594e+001dB,1.64946627874798e+002°)
1.42708563107219e+003	(-3.63279926525156e+001dB,1.64975460103224e+002°)
1.43204011348480e+003	(-3.62682416504222e+001dB,1.65004123345043e+002°)
1.43701179661433e+003	(-3.62084765173240e+001dB,1.65032617743472e+002°)
1.44200074017737e+003	(-3.61486972657670e+001dB,1.65060943440666e+002°)
1.44700700409778e+003	(-3.60889039076985e+001dB,1.65089100577700e+002°)
1.45203064850750e+003	(-3.60290964544653e+001dB,1.65117089294557e+002°)
1.45707173374721e+003	(-3.59692749168133e+001dB,1.65144909730103e+002°)
1.46213032036708e+003	(-3.59094393048863e+001dB,1.65172562022076e+002°)
1.46720646912752e+003	(-3.58495896282255e+001dB,1.65200046307069e+002°)
1.47230024099984e+003	(-3.57897258957681e+001dB,1.65227362720510e+002°)
1.47741169716707e+003	(-3.57298481158463e+001dB,1.65254511396647e+002°)
1.48254089902464e+003	(-3.56699562961868e+001dB,1.65281492468532e+002°)
1.48768790818110e+003	(-3.56100504439092e+001dB,1.65308306068002e+002°)
1.49285278645893e+003	(-3.55501305655254e+001dB,1.65334952325663e+002°)
1.49803559589523e+003	(-3.54901966669382e+001dB,1.65361431370876e+002°)
1.50323639874246e+003	(-3.54302487534407e+001dB,1.65387743331735e+002°)
1.50845525746923e+003	(-3.53702868297147e+001dB,1.65413888335055e+002°)
1.51369223476100e+003	(-3.53103108998297e+001dB,1.65439866506352e+002°)
1.51894739352087e+003	(-3.52503209672421e+001dB,1.65465677969826e+002°)
1.52422079687034e+003	(-3.51903170347936e+001dB,1.65491322848350e+002°)
1.52951250815003e+003	(-3.51302991047103e+001dB,1.65516801263444e+002°)
1.53482259092047e+003	(-3.50702671786016e+001dB,1.65542113335266e+002°)
1.54015110896285e+003	(-3.50102212574585e+001dB,1.65567259182591e+002°)
1.54549812627980e+003	(-3.49501613416528e+001dB,1.65592238922795e+002°)
1.55086370709615e+003	(-3.48900874309359e+001dB,1.65617052671841e+002°)
1.55624791585970e+003	(-3.48299995244368e+001dB,1.65641700544256e+002°)
1.56165081724200e+003	(-3.47698976206620e+001dB,1.65666182653120e+002°)
1.56707247613913e+003	(-3.47097817174928e+001dB,1.65690499110048e+002°)
1.57251295767245e+003	(-3.46496518121850e+001dB,1.65714650025171e+002°)
1.57797232718942e+003	(-3.45895079013671e+001dB,1.65738635507119e+002°)
1.58345065026438e+003	(-3.45293499810388e+001dB,1.65762455663008e+002°)
1.58894799269930e+003	(-3.44691780465699e+001dB,1.65786110598419e+002°)
1.59446442052464e+003	(-3.44089920926983e+001dB,1.65809600417382e+002°)
1.60000000000005e+003	(-3.43487921135293e+001dB,1.65832925222361e+002°)
1.60555479761525e+003	(-3.42885781025334e+001dB,1.65856085114234e+002°)
1.61112888009080e+003	(-3.42283500525451e+001dB,1.65879080192279e+002°)
1.61672231437887e+003	(-3.41681079557614e+001dB,1.65901910554153e+002°)
1.62233516766409e+003	(-3.41078518037399e+001dB,1.65924576295881e+002°)
1.62796750736435e+003	(-3.40475815873975e+001dB,1.65947077511831e+002°)
1.63361940113156e+003	(-3.39872972970088e+001dB,1.65969414294704e+002°)
1.63929091685253e+003	(-3.39269989222043e+001dB,1.65991586735511e+002°)
1.64498212264975e+003	(-3.38666864519685e+001dB,1.66013594923563e+002°)
1.65069308688222e+003	(-3.38063598746388e+001dB,1.66035438946444e+002°)
1.65642387814625e+003	(-3.37460191779031e+001dB,1.66057118890001e+002°)
1.66217456527631e+003	(-3.36856643487984e+001dB,1.66078634838327e+002°)
1.66794521734584e+003	(-3.36252953737090e+001dB,1.66099986873736e+002°)
1.67373590366810e+003	(-3.35649122383646e+001dB,1.66121175076754e+002°)
1.67954669379696e+003	(-3.35045149278384e+001dB,1.66142199526097e+002°)
1.68537765752779e+003	(-3.34441034265454e+001dB,1.66163060298655e+002°)
1.69122886489826e+003	(-3.33836777182402e+001dB,1.66183757469471e+002°)
1.69710038618920e+003	(-3.33232377860154e+001dB,1.66204291111730e+002°)
1.70299229192543e+003	(-3.32627836122993e+001dB,1.66224661296734e+002°)
1.70890465287661e+003	(-3.32023151788544e+001dB,1.66244868093889e+002°)
1.71483754005812e+003	(-3.31418324667746e+001dB,1.66264911570683e+002°)
1.72079102473186e+003	(-3.30813354564840e+001dB,1.66284791792674e+002°)
1.72676517840714e+003	(-3.30208241277342e+001dB,1.66304508823464e+002°)
1.73276007284153e+003	(-3.29602984596024e+001dB,1.66324062724689e+002°)
1.73877578004175e+003	(-3.28997584304892e+001dB,1.66343453555995e+002°)
1.74481237226446e+003	(-3.28392040181166e+001dB,1.66362681375021e+002°)
1.75086992201724e+003	(-3.27786351995256e+001dB,1.66381746237383e+002°)
1.75694850205933e+003	(-3.27180519510738e+001dB,1.66400648196652e+002°)
1.76304818540263e+003	(-3.26574542484335e+001dB,1.66419387304339e+002°)
1.76916904531248e+003	(-3.25968420665892e+001dB,1.66437963609872e+002°)
1.77531115530861e+003	(-3.25362153798352e+001dB,1.66456377160582e+002°)
1.78147458916595e+003	(-3.24755741617733e+001dB,1.66474628001681e+002°)
1.78765942091561e+003	(-3.24149183853103e+001dB,1.66492716176245e+002°)
1.79386572484567e+003	(-3.23542480226557e+001dB,1.66510641725193e+002°)
1.80009357550215e+003	(-3.22935630453192e+001dB,1.66528404687268e+002°)
1.80634304768987e+003	(-3.22328634241080e+001dB,1.66546005099022e+002°)
1.81261421647333e+003	(-3.21721491291244e+001dB,1.66563442994789e+002°)
1.81890715717768e+003	(-3.21114201297632e+001dB,1.66580718406674e+002°)
1.82522194538953e+003	(-3.20506763947090e+001dB,1.66597831364525e+002°)
1.83155865695795e+003	(-3.19899178919338e+001dB,1.66614781895921e+002°)
1.83791736799531e+003	(-3.19291445886939e+001dB,1.66631570026148e+002°)
1.84429815487824e+003	(-3.18683564515275e+001dB,1.66648195778179e+002°)
1.85070109424852e+003	(-3.18075534462518e+001dB,1.66664659172656e+002°)
1.85712626301401e+003	(-3.17467355379600e+001dB,1.66680960227866e+002°)
1.86357373834959e+003	(-3.16859026910190e+001dB,1.66697098959727e+002°)
1.87004359769805e+003	(-3.16250548690659e+001dB,1.66713075381762e+002°)
1.87653591877106e+003	(-3.15641920350056e+001dB,1.66728889505081e+002°)
1.88305077955009e+003	(-3.15033141510073e+001dB,1.66744541338358e+002°)
1.88958825828731e+003	(-3.14424211785021e+001dB,1.66760030887813e+002°)
1.89614843350659e+003	(-3.13815130781794e+001dB,1.66775358157191e+002°)
1.90273138400441e+003	(-3.13205898099844e+001dB,1.66790523147737e+002°)
1.90933718885081e+003	(-3.12596513331143e+001dB,1.66805525858180e+002°)
1.91596592739035e+003	(-3.11986976060157e+001dB,1.66820366284706e+002°)
1.92261767924302e+003	(-3.11377285863812e+001dB,1.66835044420942e+002°)
1.92929252430528e+003	(-3.10767442311461e+001dB,1.66849560257930e+002°)
1.93599054275093e+003	(-3.10157444964853e+001dB,1.66863913784106e+002°)
1.94271181503214e+003	(-3.09547293378098e+001dB,1.66878104985282e+002°)
1.94945642188037e+003	(-3.08936987097632e+001dB,1.66892133844615e+002°)
1.95622444430737e+003	(-3.08326525662187e+001dB,1.66906000342593e+002°)
1.96301596360615e+003	(-3.07715908602754e+001dB,1.66919704457009e+002°)
1.96983106135193e+003	(-3.07105135442547e+001dB,1.66933246162937e+002°)
1.97666981940315e+003	(-3.06494205696969e+001dB,1.66946625432712e+002°)
1.98353231990244e+003	(-3.05883118873578e+001dB,1.66959842235904e+002°)
1.99041864527761e+003	(-3.05271874472044e+001dB,1.66972896539296e+002°)
1.99732887824264e+003	(-3.04660471984122e+001dB,1.66985788306861e+002°)
2.00426310179867e+003	(-3.04048910893607e+001dB,1.66998517499735e+002°)
2.01122139923499e+003	(-3.03437190676298e+001dB,1.67011084076199e+002°)
2.01820385413006e+003	(-3.02825310799962e+001dB,1.67023487991649e+002°)
2.02521055035251e+003	(-3.02213270724294e+001dB,1.67035729198575e+002°)
2.03224157206213e+003	(-3.01601069900878e+001dB,1.67047807646535e+002°)
2.03929700371088e+003	(-3.00988707773146e+001dB,1.67059723282129e+002°)
2.04637693004395e+003	(-3.00376183776341e+001dB,1.67071476048979e+002°)
2.05348143610071e+003	(-2.99763497337474e+001dB,1.67083065887698e+002°)
2.06061060721579e+003	(-2.99150647875283e+001dB,1.67094492735866e+002°)
2.06776452902005e+003	(-2.98537634800193e+001dB,1.67105756528007e+002°)
2.07494328744168e+003	(-2.97924457514273e+001dB,1.67116857195559e+002°)
2.08214696870716e+003	(-2.97311115411193e+001dB,1.67127794666852e+002°)
2.08937565934234e+003	(-2.96697607876181e+001dB,1.67138568867079e+002°)
2.09662944617345e+003	(-2.96083934285982e+001dB,1.67149179718268e+002°)
2.10390841632818e+003	(-2.95470094008808e+001dB,1.67159627139258e+002°)
2.11121265723670e+003	(-2.94856086404300e+001dB,1.67169911045671e+002°)
2.11854225663271e+003	(-2.94241910823478e+001dB,1.67180031349882e+002°)
2.12589730255449e+003	(-2.93627566608699e+001dB,1.67189987960997e+002°)
2.13327788334599e+003	(-2.93013053093608e+001dB,1.67199780784817e+002°)
2.14068408765785e+003	(-2.92398369603092e+001dB,1.67209409723818e+002°)
2.14811600444849e+003	(-2.91783515453232e+001dB,1.67218874677114e+002°)
2.15557372298518e+003	(-2.91168489951256e+001dB,1.67228175540436e+002°)
2.16305733284507e+003	(-2.90553292395493e+001dB,1.67237312206098e+002°)
2.17056692391635e+003	(-2.89937922075318e+001dB,1.67246284562970e+002°)
2.17810258639923e+003	(-2.89322378271108e+001dB,1.67255092496444e+002°)
2.18566441080711e+003	(-2.88706660254187e+001dB,1.67263735888410e+002°)
2.19325248796760e+003	(-2.88090767286781e+001dB,1.67272214617222e+002°)
2.20086690902366e+003	(-2.87474698621961e+001dB,1.67280528557667e+002°)
2.20850776543468e+003	(-2.86858453503595e+001dB,1.67288677580936e+002°)
2.21617514897755e+003	(-2.86242031166292e+001dB,1.67296661554590e+002°)
2.22386915174781e+003	(-2.85625430835354e+001dB,1.67304480342532e+002°)
2.23158986616072e+003	(-2.85008651726715e+001dB,1.67312133804970e+002°)
2.23933738495239e+003	(-2.84391693046894e+001dB,1.67319621798389e+002°)
2.24711180118087e+003	(-2.83774553992935e+001dB,1.67326944175518e+002°)
2.25491320822731e+003	(-2.83157233752353e+001dB,1.67334100785292e+002°)
2.26274169979703e+003	(-2.82539731503079e+001dB,1.67341091472825e+002°)
2.27059736992069e+003	(-2.81922046413399e+001dB,1.67347916079372e+002°)
2.27848031295539e+003	(-2.81304177641903e+001dB,1.67354574442296e+002°)
2.28639062358583e+003	(-2.80686124337421e+001dB,1.67361066395035e+002°)
2.29432839682540e+003	(-2.80067885638965e+001dB,1.67367391767064e+002°)
2.30229372801739e+003	(-2.79449460675672e+001dB,1.67373550383860e+002°)
2.31028671283607e+003	(-2.78830848566743e+001dB,1.67379542066871e+002°)
2.31830744728788e+003	(-2.78212048421380e+001dB,1.67385366633473e+002°)
2.32635602771258e+003	(-2.77593059338728e+001dB,1.67391023896937e+002°)
2.33443255078436e+003	(-2.76973880407809e+001dB,1.67396513666394e+002°)
2.34253711351308e+003	(-2.76354510707460e+001dB,1.67401835746792e+002°)
2.35066981324537e+003	(-2.75734949306273e+001dB,1.67406989938863e+002°)
2.35883074766584e+003	(-2.75115195262524e+001dB,1.67411976039083e+002°)
2.36702001479822e+003	(-2.74495247624114e+001dB,1.67416793839634e+002°)
2.37523771300656e+003	(-2.73875105428500e+001dB,1.67421443128361e+002°)
2.38348394099641e+003	(-2.73254767702628e+001dB,1.67425923688740e+002°)
2.39175879781598e+003	(-2.72634233462870e+001dB,1.67430235299829e+002°)
2.40006238285739e+003	(-2.72013501714949e+001dB,1.67434377736233e+002°)
2.40839479585779e+003	(-2.71392571453876e+001dB,1.67438350768064e+002°)
2.41675613690060e+003	(-2.70771441663878e+001dB,1.67442154160893e+002°)
2.42514650641672e+003	(-2.70150111318328e+001dB,1.67445787675715e+002°)
2.43356600518570e+003	(-2.69528579379674e+001dB,1.67449251068901e+002°)
2.44201473433698e+003	(-2.68906844799365e+001dB,1.67452544092159e+002°)
2.45049279535110e+003	(-2.68284906517784e+001dB,1.67455666492486e+002°)
2.45900029006091e+003	(-2.67662763464167e+001dB,1.67458618012129e+002°)
2.46753732065279e+003	(-2.67040414556536e+001dB,1.67461398388537e+002°)
2.47610398966791e+003	(-2.66417858701617e+001dB,1.67464007354314e+002°)
2.48470040000341e+003	(-2.65795094794768e+001dB,1.67466444637177e+002°)
2.49332665491369e+003	(-2.65172121719903e+001dB,1.67468709959910e+002°)
2.50198285801159e+003	(-2.64548938349412e+001dB,1.67470803040313e+002°)
2.51066911326969e+003	(-2.63925543544082e+001dB,1.67472723591156e+002°)
2.51938552502154e+003	(-2.63301936153022e+001dB,1.67474471320132e+002°)
2.52813219796290e+003	(-2.62678115013576e+001dB,1.67476045929809e+002°)
2.53690923715300e+003	(-2.62054078951249e+001dB,1.67477447117577e+002°)
2.54571674801583e+003	(-2.61429826779620e+001dB,1.67478674575602e+002°)
2.55455483634137e+003	(-2.60805357300261e+001dB,1.67479727990772e+002°)
2.56342360828688e+003	(-2.60180669302652e+001dB,1.67480607044649e+002°)
2.57232317037818e+003	(-2.59555761564099e+001dB,1.67481311413415e+002°)
2.58125362951090e+003	(-2.58930632849645e+001dB,1.67481840767817e+002°)
2.59021509295180e+003	(-2.58305281911986e+001dB,1.67482194773121e+002°)
2.59920766834005e+003	(-2.57679707491383e+001dB,1.67482373089050e+002°)
2.60823146368849e+003	(-2.57053908315572e+001dB,1.67482375369735e+002°)
2.61728658738499e+003	(-2.56427883099675e+001dB,1.67482201263655e+002°)
2.62637314819369e+003	(-2.55801630546113e+001dB,1.67481850413586e+002°)
2.63549125525633e+003	(-2.55175149344509e+001dB,1.67481322456540e+002°)
2.64464101809357e+003	(-2.54548438171599e+001dB,1.67480617023708e+002°)
2.65382254660631e+003	(-2.53921495691140e+001dB,1.67479733740405e+002°)
2.66303595107697e+003	(-2.53294320553812e+001dB,1.67478672226007e+002°)
2.67228134217088e+003	(-2.52666911397125e+001dB,1.67477432093893e+002°)
2.68155883093753e+003	(-2.52039266845322e+001dB,1.67476012951384e+002°)
2.69086852881198e+003	(-2.51411385509280e+001dB,1.67474414399679e+002°)
2.70021054761615e+003	(-2.50783265986415e+001dB,1.67472636033799e+002°)
2.70958499956018e+003	(-2.50154906860578e+001dB,1.67470677442518e+002°)
2.71899199724378e+003	(-2.49526306701959e+001dB,1.67468538208301e+002°)
2.72843165365756e+003	(-2.48897464066981e+001dB,1.67466217907239e+002°)
2.73790408218443e+003	(-2.48268377498200e+001dB,1.67463716108984e+002°)
2.74740939660091e+003	(-2.47639045524199e+001dB,1.67461032376681e+002°)
2.75694771107855e+003	(-2.47009466659484e+001dB,1.67458166266901e+002°)
2.76651914018527e+003	(-2.46379639404378e+001dB,1.67455117329575e+002°)
2.77612379888672e+003	(-2.45749562244913e+001dB,1.67451885107920e+002°)
2.78576180254770e+003	(-2.45119233652722e+001dB,1.67448469138372e+002°)
2.79543326693352e+003	(-2.44488652084928e+001dB,1.67444868950515e+002°)
2.80513830821141e+003	(-2.43857815984034e+001dB,1.67441084067005e+002°)
2.81487704295190e+003	(-2.43226723777813e+001dB,1.67437114003502e+002°)
2.82464958813020e+003	(-2.42595373879189e+001dB,1.67432958268592e+002°)
2.83445606112766e+003	(-2.41963764686129e+001dB,1.67428616363713e+002°)
2.84429657973313e+003	(-2.41331894581523e+001dB,1.67424087783078e+002°)
2.85417126214440e+003	(-2.40699761933069e+001dB,1.67419372013598e+002°)
2.86408022696962e+003	(-2.40067365093153e+001dB,1.67414468534805e+002°)
2.87402359322869e+003	(-2.39434702398732e+001dB,1.67409376818770e+002°)
2.88400148035476e+003	(-2.38801772171209e+001dB,1.67404096330022e+002°)
2.89401400819559e+003	(-2.38168572716315e+001dB,1.67398626525471e+002°)
2.90406129701502e+003	(-2.37535102323985e+001dB,1.67392966854318e+002°)
2.91414346749444e+003	(-2.36901359268231e+001dB,1.67387116757976e+002°)
2.92426064073419e+003	(-2.36267341807017e+001dB,1.67381075669983e+002°)
2.93441293825506e+003	(-2.35633048182132e+001dB,1.67374843015916e+002°)
2.94460048199971e+003	(-2.34998476619059e+001dB,1.67368418213301e+002°)
2.95482339433417e+003	(-2.34363625326850e+001dB,1.67361800671528e+002°)
2.96508179804930e+003	(-2.33728492497988e+001dB,1.67354989791756e+002°)
2.97537581636223e+003	(-2.33093076308258e+001dB,1.67347984966826e+002°)
2.98570557291789e+003	(-2.32457374916609e+001dB,1.67340785581163e+002°)
2.99607119179049e+003	(-2.31821386465024e+001dB,1.67333391010688e+002°)
3.00647279748495e+003	(-2.31185109078377e+001dB,1.67325800622717e+002°)
3.01691051493848e+003	(-2.30548540864295e+001dB,1.67318013775866e+002°)
3.02738446952202e+003	(-2.29911679913020e+001dB,1.67310029819953e+002°)
3.03789478704177e+003	(-2.29274524297265e+001dB,1.67301848095897e+002°)
3.04844159374071e+003	(-2.28637072072073e+001dB,1.67293467935618e+002°)
3.05902501630009e+003	(-2.27999321274666e+001dB,1.67284888661935e+002°)
3.06964518184096e+003	(-2.27361269924309e+001dB,1.67276109588458e+002°)
3.08030221792572e+003	(-2.26722916022150e+001dB,1.67267130019486e+002°)
3.09099625255962e+003	(-2.26084257551079e+001dB,1.67257949249897e+002°)
3.10172741419232e+003	(-2.25445292475574e+001dB,1.67248566565042e+002°)
3.11249583171943e+003	(-2.24806018741545e+001dB,1.67238981240633e+002°)
3.12330163448404e+003	(-2.24166434276186e+001dB,1.67229192542627e+002°)
3.13414495227828e+003	(-2.23526536987812e+001dB,1.67219199727120e+002°)
3.14502591534492e+003	(-2.22886324765704e+001dB,1.67209002040224e+002°)
3.15594465437887e+003	(-2.22245795479952e+001dB,1.67198598717954e+002°)
3.16690130052878e+003	(-2.21604946981287e+001dB,1.67187988986109e+002°)
3.17789598539863e+003	(-2.20963777100926e+001dB,1.67177172060149e+002°)
3.18892884104930e+003	(-2.20322283650400e+001dB,1.67166147145072e+002°)
3.20000000000012e+003	(-2.19680464421392e+001dB,1.67154913435292e+002°)
3.21110959523053e+003	(-2.19038317185567e+001dB,1.67143470114513e+002°)
3.22225776018162e+003	(-2.18395839694401e+001dB,1.67131816355597e+002°)
3.23344462875777e+003	(-2.17753029679011e+001dB,1.67119951320437e+002°)
3.24467033532822e+003	(-2.17109884849979e+001dB,1.67107874159825e+002°)
3.25593501472872e+003	(-2.16466402897177e+001dB,1.67095584013314e+002°)
3.26723880226314e+003	(-2.15822581489590e+001dB,1.67083080009088e+002°)
3.27858183370509e+003	(-2.15178418275135e+001dB,1.67070361263817e+002°)
3.28996424529954e+003	(-2.14533910880482e+001dB,1.67057426882521e+002°)
3.30138617376447e+003	(-2.13889056910868e+001dB,1.67044275958427e+002°)
3.31284775629253e+003	(-2.13243853949911e+001dB,1.67030907572821e+002°)
3.32434913055265e+003	(-2.12598299559427e+001dB,1.67017320794905e+002°)
3.33589043469172e+003	(-2.11952391279235e+001dB,1.67003514681646e+002°)
3.34747180733622e+003	(-2.11306126626969e+001dB,1.66989488277623e+002°)
3.35909338759394e+003	(-2.10659503097884e+001dB,1.66975240614875e+002°)
3.37075531505560e+003	(-2.10012518164660e+001dB,1.66960770712744e+002°)
3.38245772979655e+003	(-2.09365169277203e+001dB,1.66946077577716e+002°)
3.39420077237843e+003	(-2.08717453862447e+001dB,1.66931160203260e+002°)
3.40598458385088e+003	(-2.08069369324152e+001dB,1.66916017569663e+002°)
3.41780930575326e+003	(-2.07420913042699e+001dB,1.66900648643866e+002°)
3.42967508011627e+003	(-2.06772082374883e+001dB,1.66885052379292e+002°)
3.44158204946374e+003	(-2.06122874653705e+001dB,1.66869227715677e+002°)
3.45353035681430e+003	(-2.05473287188164e+001dB,1.66853173578893e+002°)
3.46552014568309e+003	(-2.04823317263037e+001dB,1.66836888880773e+002°)
3.47755156008352e+003	(-2.04172962138673e+001dB,1.66820372518929e+002°)
3.48962474452896e+003	(-2.03522219050766e+001dB,1.66803623376573e+002°)
3.50173984403450e+003	(-2.02871085210143e+001dB,1.66786640322324e+002°)
3.51389700411870e+003	(-2.02219557802533e+001dB,1.66769422210028e+002°)
3.52609637080529e+003	(-2.01567633988352e+001dB,1.66751967878559e+002°)
3.53833809062500e+003	(-2.00915310902469e+001dB,1.66734276151627e+002°)
3.55062231061724e+003	(-2.00262585653978e+001dB,1.66716345837581e+002°)
3.56294917833194e+003	(-1.99609455325966e+001dB,1.66698175729206e+002°)
3.57531884183124e+003	(-1.98955916975282e+001dB,1.66679764603520e+002°)
3.58773144969137e+003	(-1.98301967632292e+001dB,1.66661111221562e+002°)
3.60018715100433e+003	(-1.97647604300647e+001dB,1.66642214328189e+002°)
3.61268609537976e+003	(-1.96992823957039e+001dB,1.66623072651851e+002°)
3.62522843294670e+003	(-1.96337623550953e+001dB,1.66603684904383e+002°)
3.63781431435539e+003	(-1.95682000004423e+001dB,1.66584049780775e+002°)
3.65044389077910e+003	(-1.95025950211781e+001dB,1.66564165958951e+002°)
3.66311731391594e+003	(-1.94369471039404e+001dB,1.66544032099541e+002°)
3.67583473599066e+003	(-1.93712559325461e+001dB,1.66523646845642e+002°)
3.68859630975651e+003	(-1.93055211879651e+001dB,1.66503008822589e+002°)
3.70140218849707e+003	(-1.92397425482946e+001dB,1.66482116637708e+002°)
3.71425252602805e+003	(-1.91739196887324e+001dB,1.66460968880076e+002°)
3.72714747669921e+003	(-1.91080522815505e+001dB,1.66439564120269e+002°)
3.74008719539613e+003	(-1.90421399960683e+001dB,1.66417900910111e+002°)
3.75307183754216e+003	(-1.89761824986251e+001dB,1.66395977782415e+002°)
3.76610155910021e+003	(-1.89101794525527e+001dB,1.66373793250725e+002°)
3.77917651657465e+003	(-1.88441305181478e+001dB,1.66351345809045e+002°)
3.79229686701321e+003	(-1.87780353526438e+001dB,1.66328633931574e+002°)
3.80546276800886e+003	(-1.87118936101823e+001dB,1.66305656072428e+002°)
3.81867437770166e+003	(-1.86457049417847e+001dB,1.66282410665360e+002°)
3.83193185478072e+003	(-1.85794689953232e+001dB,1.66258896123477e+002°)
3.84523535848608e+003	(-1.85131854154911e+001dB,1.66235110838953e+002°)
3.85858504861059e+003	(-1.84468538437741e+001dB,1.66211053182730e+002°)
3.87198108550189e+003	(-1.83804739184194e+001dB,1.66186721504221e+002°)
3.88542363006431e+003	(-1.83140452744063e+001dB,1.66162114131010e+002°)
3.89891284376077e+003	(-1.82475675434152e+001dB,1.66137229368536e+002°)
3.91244888861478e+003	(-1.81810403537971e+001dB,1.66112065499779e+002°)
3.92603192721233e+003	(-1.81144633305423e+001dB,1.66086620784947e+002°)
3.93966212270389e+003	(-1.80478360952489e+001dB,1.66060893461140e+002°)
3.95333963880633e+003	(-1.79811582660912e+001dB,1.66034881742027e+002°)
3.96706463980492e+003	(-1.79144294577872e+001dB,1.66008583817503e+002°)
3.98083729055526e+003	(-1.78476492815665e+001dB,1.65981997853349e+002°)
3.99465775648532e+003	(-1.77808173451376e+001dB,1.65955121990883e+002°)
4.00852620359737e+003	(-1.77139332526543e+001dB,1.65927954346604e+002°)
4.02244279847001e+003	(-1.76469966046827e+001dB,1.65900493011829e+002°)
4.03640770826016e+003	(-1.75800069981672e+001dB,1.65872736052328e+002°)
4.05042110070506e+003	(-1.75129640263964e+001dB,1.65844681507948e+002°)
4.06448314412429e+003	(-1.74458672789686e+001dB,1.65816327392234e+002°)
4.07859400742180e+003	(-1.73787163417572e+001dB,1.65787671692038e+002°)
4.09275386008794e+003	(-1.73115107968748e+001dB,1.65758712367127e+002°)
4.10696287220146e+003	(-1.72442502226387e+001dB,1.65729447349782e+002°)
4.12122121443161e+003	(-1.71769341935342e+001dB,1.65699874544386e+002°)
